video_id,video_title,video_description,published_at,category_id,channel_id,channel_title
RNHBebBEYSQ,"Life on The Streets Was Unbearable, The Poor Dog Ran, Crying Out for Help","Life on The Streets Was Unbearable, The Poor Dog Ran, Crying Out for Help Meet Ares! Ares was abandoned on the streets.",2024-12-13T16:08:39Z,15,UCXI70nRGzGaFYGw4PjKPtJg,The Moho
G9vON2StlLs,Ya Kiasay Ho Gya Guys💔,"Ya Kiasay Ho Gya Guys   #pets #petsvlog #vlog Asslamualaikum Friend! Hope you all will be fine, I am glad to see you here ...",2024-12-08T08:24:58Z,15,UCR6ukw3x9oCmWzDguV_k37Q,AH Pets Vlog
QIJCkKilYmo,10 curiosidades sobre gatos e o sobrenatural#gatos #curiosidadesanimais #pets #patomia #sobrenatural,10 curiosidades sobre gatos e sua relação com o sobrenatural. Eles realmente preveem terremotos ? Sabem se as pessoas vão ...,2024-12-10T02:47:04Z,15,UC99wXf6GnJblkQTmE6POlkg,Memes do Patomia
vYVfDSnRaiw,Cutest Cat in the World 💕,"Step into a magical world of fluff, paws, and purrs with ""Cutest Cat in the World "" — a heartwarming collection of the world's cutest ...",2024-12-13T14:02:07Z,15,UCbxQisOhtsUVXDA37wP_c4Q,Incredible Animal
QIJCkKilYmo,10 curiosidades sobre gatos e o sobrenatural#gatos #curiosidadesanimais #pets #patomia #sobrenatural,10 curiosidades sobre gatos e sua relação com o sobrenatural. Eles realmente preveem terremotos ? Sabem se as pessoas vão ...,2024-12-10T02:47:04Z,15,UC99wXf6GnJblkQTmE6POlkg,Memes do Patomia
ll2XdBlGo3c,4 DICAS PARA QUALQUER PÁSSARO ABRIR CANTO COM VOCÊ,AGORA EU VOU ENSINAR QUALQUER PÁSSARO CANTAR COM VOCÊ ISSO MESMO NESSE VÍDEO A GENTE VAI ENSINAR ...,2024-12-10T21:00:06Z,15,UC7uoR43ydbIfq6xEEB7phgg,JH PÁSSAROS DE FIBRA ORIGENS . SUPREME
9tCHCatg2mQ,🐶 Dogs vs Cats FUNNIEST Companion Revealed 😼,There's a new video on our channel Dogs vs Cats FUNNIEST Companion Revealed. We are glad to share with you a video about ...,2024-12-10T17:02:40Z,15,UC2rLWguPjzgywSQC9Hhg6BA,Cats and Dogs Planet
HtF7lxklo6I,Golden Retriever Is A Hide-And-Seek Mastermind | The Dodo,She's SO good at finding her dad — wait to see how he ups the stakes every single time Keep up with @thegoldenellie on ...,2024-12-12T18:00:19Z,15,UCINb0wqPz-A0dV9nARjJlOQ,The Dodo
Tt8RsE_2f5I,We put our Christmas decorations up! Wheee!! 🎅💖,"New Barney videos every day at 8am and 4:30pm pacific time. Add 8 hours to the time for the UK, 8-9 hours for Europe, and 19 ...",2024-12-09T00:30:23Z,15,UCtlZwIlWGvu9oSHWXbPEcEQ,Barney The West Coast Cockatoo
eK9os7yTj48,Rescue Puppy 🐶 Animation Removing Mango Worms From Stray Puppy #008,Rescue Puppy Animation Removing Mango Worms From Stray Puppy #008.,2024-12-12T11:20:21Z,15,UChwZJyDJ-VayzeHWi9Ms7UQ,Mouth ASMR
3AfaKIePKS0,funny animal videos  🤣  try not to laugh 😹 funny cat and dogs 😻  #02,Welcome to funny animal videos You can enjoy best funny cats and dogs ...,2024-12-11T10:09:08Z,15,UC8fvVK5Fu-AqQj3eFCU11RQ,Funny animal videos 
itGlFV6jkHo,Florida Man&#39;s Released Pet Fish Changed the Ocean Forever,"You know how sometimes the most beautiful things turn out to be the most dangerous? Well, this is one of those stories.",2024-12-10T14:00:52Z,15,UC0wNf5tJpKvPiDW_7a1bwXw,WILD VERSUS
cVFZ5nDb6Xo,"50 Cats Acting So Cute, People Just Had To Stop And Snap A Picture","cat #cutecats #catlover 50 Cats Acting So Cute, People Just Had To Stop And Snap A Picture Subscribe us and watch more video: ...",2024-12-11T15:30:20Z,15,UC_eoufjoCPmbOMNtWkS_7XQ,Funny Pets
Wy7oHLpjuqw,"Learn facts about animals: Elephant, Pig, Cow, Monkey, Dog, Cat - Animal sounds","Elephants are massive animals with long trunks and large ears, and are symbols of strength and intelligence. They often live in ...",2024-12-12T11:00:39Z,15,UCvK1W2KOuAUfvaw_Av3MGow,Happy Pets
qHPAkNSe0Yw,"Farm Animal Sounds - Cows, Ducks, Horses, Goats, Sheep, Chickens, Rabbits - Familiar Animals","The sounds of the farm bring a sense of closeness and peace. The cow's ""moo"" echoes across the fields, creating the ...",2024-12-11T11:00:59Z,15,UCC8O-Y096PYM-oQCzfb_SvA,Animal Discovery
N1ama2Kb6Js,Poor dog was abandoned by his owner just because he was black.😢 I raised him to be a smart dog.💖💖,Poor dog was abandoned by his owner just because he was black. I raised him to be a smart dog.The video will help spread the ...,2024-12-08T11:30:06Z,15,UC79gn5Sn3MaiTKvJLBnw3zA,Animal Care
gk-O4ufy27o,Why Do Cats Take Your Seat? Discover the Surprising Reasons,WhyCatsTakeYourSeat #CatSeatStealing #CatSittingHabits Have you ever stood up for a moment only to find your cat has taken ...,2024-12-08T17:39:18Z,15,UCLY5gRTP_KBzU3I7KIQgUVQ,Funny pet house
z3AAJRiDD7k,ESSE ATENDIMENTO FOI UM EXTREMO ABSURDO - ShihTzu morre em petshop do DF,Seja membro deste canal e ajude a Ong Adote-me ⤵️ https://www.youtube.com/channel/UCnWpnhrPRHX70L25JVbknYg/join ...,2024-12-13T21:00:06Z,15,UCnWpnhrPRHX70L25JVbknYg,Top Pet Pet Shop
XdOePvMuZKI,Raising Two Turacos - Giving Life to Eggs That Almost Didn&#39;t Make It,"A turaco pair tried raising chicks several times, but unfortunately kept failing. Their owner thought of a plan and contacted me.",2024-12-13T15:16:30Z,15,UCBjh-uGy5RcclATnFpQBobw,A Chick Called Albert
RXP3vGrHNac,Rescue Cat Is Obsessed With Dad ❤️,Keep up with them here: https://www.tiktok.com/@catlady_25 Read the complete guide on Cats.com: ...,2024-12-13T18:00:18Z,15,UCOmHsMhTnFySJgOhGjDIAZw,The Cat Chronicles 
VmO9On4xB4I,First Time The Two Chained Dogs Walk Free Together! - Takis Shelter,No chain. No cage. No kill. - Takis Shelter Subscribe for more animal rescues: http://www.youtube.com/c/TakisShelter... View ...,2024-12-13T21:00:19Z,15,UCkrkMMAyxC9vGNa6ZJYyscg,Takis Shelter
Szmd_CpkHRI,The Cutest Christmas Cats,animals #baby #cat #cute #funnycats #cutebaby #funny #funnyanimals #pets Get ready for a festive furry fix! Watch as these ...,2024-12-13T07:38:03Z,15,UC8vpFrmlbO2TLzTlX1K81cw,Cutie
Dext13rdRps,This old dog was chained for 15 years and begged his owner to let him go as he lay dying,This old dog was chained for 15 years and begged his owner to let him go as he lay dying.,2024-12-08T12:36:18Z,15,UCIfsZJVZ8YJbeL2lZnImSRw,Protecting little lives
L3mx_20j39k,The puppy begged for assistance by dragging its immobilized rear legs to me,"Yuming, a small dog with paralyzed hind legs, was abandoned by a drunk man and suffered greatly on the streets. After receiving ...",2024-12-11T13:00:33Z,15,UCzKQJBlQ7RiuN_9NatihgVw,Animal Homeless MD
92QkiWdGzl0,Dackel von Mike Heiter und Leyla zu BESUCH... | Bones Hands Animals | Animal Chiropractic,"https://www.instagram.com/bones_hands_animals/ Willkommen auf unserem Kanal, liebe Zuschauer! In diesem Video ...",2024-12-10T15:43:06Z,15,UCmf5Bda-hZg6IRXNh7Qm-Bw,BONES HANDS ANIMALS
Q5SjFIsZmps,Kittens drinking mother&#39;s milk - Kittens meowing - Cat sounds,Kittens drinking mother's milk - Kittens meowing - Cat sounds.,2024-12-09T11:00:32Z,15,UCKEsXlbNNvJF9OqquTqI0dQ,Meow Meow TV
5RPoJkS010I,19 minutes of adorable 🥰cats and kittens videos to keep you smiling 😍😅,"19 minutes of adorable cats and kittens videos to keep you smiling     funny animal videos, funny animal video, best animal ...",2024-12-08T11:05:23Z,15,UChB8rMl6iOQbVk0GZ9VPuZg,Cat Fun 0
3EgwTnQ39zM,WINTER&#39;S TALE - FLASH,"Flash the Whippet dog's typical day. You might look at him in the morning and assume he is a couch potato, but as he wakes up, ...",2024-12-10T02:30:01Z,15,UCXGmP8ytP9ymVQ3ZqVAXb5w,FLASH THE WHIPPET DOG
itbg8bw8nlo,Ab Maza Ayega Chicks Ka 🥰 Wow Bht Sari Good News Milengy ❤️,Ab Maza Ayega Chicks Ka Wow Bht Sari Good News Milengy ❤️ #pet #birds #ahmapetsvlog #ahma #chicken #hen ...,2024-12-12T07:03:00Z,15,UC7pvWB8Cs0vT4j34hEjF0AQ,Ahma Pets Vlog
I6LPeZaDgpI,My Cats Try to Live a Healthy Lifestyle!,RFID Dining Kit: https://bit.ly/49aQjH8 Link to Amazon: https://bit.ly/411yMPM @Petlibro Smart RFID Dining Kit helps my cats ...,2024-12-10T19:32:07Z,15,UCyCURcR0_Za2O3uAaGzABkg,Ginger and Pepper
MqePQug7d0g,"Do Dogs Really Test Us? Fluctuations In Dog Behavior, What It Means And What To Do #291 #podcast",Do dogs really test us? It can sure seem that way when a dog's behavior is not what we expect and they show inconsistency and ...,2024-12-13T14:51:59Z,15,UCC17PDLl8y1dP2BRV5vuseg,Dogs That
-uuWvwx-L9E,Aj Konsa Pet Aya Hai Box Main ?,Aj Konsa Pet Aya Hai Box Main ? #pets #birds #petsvlog #ahmapetsvlog #ahma #pets #chicken #chicks #shehrmaindihat.,2024-12-10T07:00:00Z,15,UC7pvWB8Cs0vT4j34hEjF0AQ,Ahma Pets Vlog
HxZOp8sHRMg,Funniest Animals 😂 Best Funny Cats and Dogs Videos 😹🐶 - Part.25,New Funny Cats video New Funny Dogs video New Funny Cats and Dogs video Best Cat and Dog Videos of the ...,2024-12-11T15:00:19Z,15,UCaanS0UuaQCVWXbF3EVIP6g,Funny Pet Moments
EWqxZQiv4dc,Cat Rescue - Stray Twiglet&#39;s Amazing Adventure.,"This rescue was a real treat. An absolute beauty. Hope you enjoy it, as much as I did. Let me know in the comments ❤️ Join me ...",2024-12-10T17:01:09Z,15,UCvDZ8grX5EIgf9MU5F3hwwQ,Tiffany Dodd
ccv1nJuzDH4,Bht Hi Beautiful Bird Aya Hai Is Dafa Tu Box Main 🥰,Bht Hi Beautiful Bird Aya Hai Is Dafa Tu Box Main #pigeon #birds #petsvlog #ahmapetsvlog #ahma #birdsvlogs ...,2024-12-08T07:00:26Z,15,UC7pvWB8Cs0vT4j34hEjF0AQ,Ahma Pets Vlog
M6SnQdM2fKI,Two Huge Dogs Run The Farms As Gentle Giants | Cuddle Buddies,"These two huge dogs are big softies on the inside. Not only that, but they also help their human friends look after the farm life.",2024-12-08T21:33:31Z,15,UCzDHTVhThC_VIT7kTchIQAg,Cuddle Buddies
pAwuzbQTQ6o,Kitten Really  Want  Attention from Husky Dog!,Watch this adorable kitten as it desperately tries to grab the attention of a gentle Husky dog! Their heartwarming interaction will ...,2024-12-10T19:00:24Z,15,UCexzh-53f8kVdIEOONKY8Uw,Toby&Candy Family
tzuLsnuZLO4,"The cry of the Dog Tied in the Sack Caught the Worker&#39;s Attention, she was scared",Luccia was found in a dump and the worker contacted us for help. We removed her and took her home to clean her up and feed ...,2024-12-10T12:30:49Z,15,UC6SfitBIyO-V4jCHhg16kTg,Animal Shelter
Yhf6MAHyaw8,Cats That Are Too Ridiculous To Exist | Fluffy Antics,"Cats That Are Too Ridiculous To Exist... Welcome to Fluffy Antics :D Prepare for a fun experience as we showcase charming, ...",2024-12-10T21:00:30Z,15,UCE1HPAL36yVLyWlmSu_ysoQ,Fluffy Antics
LR4sEed8s-o,Rescue Puppy 🐶 Animation Removing Mango Worms From Stray Puppy #006,Rescue Puppy Animation Removing Mango Worms From Stray Puppy #006.,2024-12-11T15:51:01Z,15,UChwZJyDJ-VayzeHWi9Ms7UQ,Mouth ASMR
An9nMGks2Bw,Water Balloon Challenge That Dogs And Cats Cannot Overcome,Huskies flooded the entire floor with water! The dogs and cats encountered an unexpected obstacle in the hallway leading to the ...,2024-12-08T16:48:33Z,15,UCI4kRDlYe8OAZyfUFzVBFrA,North Yuki Husky
lIXPIweZN9I,Giving a Rescue Dog her First Ever Christmas,Giving a Rescue Dog her First Ever Christmas We gave our rescue dog her first ever Christmas! We think she loved it Follow us on ...,2024-12-11T16:22:25Z,15,UCAKHJfgRes803gkd2PzPWHQ,The Golden Kobe Family
DHNczpBVQPk,From Scared Rescue Puppy to Gentle Big Sister: Meeting Kittens for the First Time,"Den, a rescue puppy who once lived in fear and trauma, has completely transformed since joining our family. With the love and ...",2024-12-08T19:00:08Z,15,UCexzh-53f8kVdIEOONKY8Uw,Toby&Candy Family
5kp-ZlXwrAQ,Laço Pet Ano Novo para Porquinho-da-Índia e Animais Pequenos – Ganhe Renda Extra!,"Aprenda a fazer um laço pet especial para Ano Novo, ideal para porquinhos-da-índia e animais pequenos de pelo curto!",2024-12-09T23:03:00Z,15,UCUBwKlp9rv3nHzsZHqKi-og,Susy acessórios pet
lvhmi0dWmvA,"2 Month Old Puppy Hugged the Post and Cried in Fear, her Spine was Damaged","We received a report about two puppies, who had been there for a long time without anyone helping them and we went there to ...",2024-12-11T13:00:55Z,15,UC6SfitBIyO-V4jCHhg16kTg,Animal Shelter
i_apexujf-M,So lovely ! ABU loves and takes good care the baby monkey,"Welcome to the Youtube channel ""Funny Animals Abu,"" where you can enjoy endless laughter with our main character, the ...",2024-12-10T13:15:07Z,15,UC39IyRWW1ttNJb3lHYbVnRQ,FUNNY MONKEY ABU
zOwZR0IOXPI,"&quot;Help me&quot; he was teased and thrown onto the rocks, crying out in despair for help","""Help me"" he was teased and thrown onto the rocks, crying out in despair for help.",2024-12-13T12:08:05Z,15,UC3q5QNGLDDbtk_5IDMhJIiw,Silent Guardian
Qp8CLsJ8qFY,You Laugh You Lose😜Funniest Dogs and Cats 2024😼🐶,"We asked the cats if we could make more desserts this week, and their reply? “Paws off our schedule!” ✨ Subscribe for ...",2024-12-10T15:18:01Z,15,UCfVwRiihN37PIcmtlLihj6w,Tasty Paws
JDWAJZKZhSs,What NOBODY Tells You About German Shepherds,"German Shepherds are renowned for their intelligence, loyalty, and versatility, but owning this powerful breed comes with ...",2024-12-11T13:00:22Z,15,UC-sfsos1LTB7_H5tmBSKg7A,Dogs Now
6X8ExVZjAqE,Kittens playing with mother cat - Kittens drinking milk - Cat meowing,Kittens playing with mother cat - Kittens drinking milk - Cat meowing.,2024-12-12T11:00:09Z,15,UCjJghDbsDNCP6bv88Qk34pg,Shy Animals
vBYhzCGlZ74,Are you ok chear many style to play with New boy friends,Dear all guys Good morning all guys! How are you doing today? I would like telling you guys about my channel. Crews Domestic ...,2024-12-11T14:42:17Z,15,UCPbmsTmiFjmpUW1OXmHUJuA,Crews Domestic
fi256QVziLw,Mission Succeed! Chained Mother and 4 Puppies are in the Shelter Now - Takis Shelter,No chain. No cage. No kill. - Takis Shelter Subscribe for more animal rescues: http://www.youtube.com/c/TakisShelter... View ...,2024-12-09T20:00:25Z,15,UCkrkMMAyxC9vGNa6ZJYyscg,Takis Shelter
UrOtcKQuE_o,How to Cat bathing in slow motion #cat #cats #catvideos #kucing #kucinglucu #shortsfeed #shorts,How to Cat bathing in slow motion #cat #catlover #cats #catvideos #kucing #kucinglucu #animals #kitten #kitty #meow ...,2024-12-11T07:00:25Z,15,UCGFgIeaumE0mxngyhyzMysw,Meow Boom
ZXPoYHRiHH0,I Rescued the whole Family before the Puppies could be Chained Up! - Takis Shelter,No chain. No cage. No kill. - Takis Shelter Subscribe for more animal rescues: http://www.youtube.com/c/TakisShelter... View ...,2024-12-10T18:51:05Z,15,UCkrkMMAyxC9vGNa6ZJYyscg,Takis Shelter
p_OH3bNz0CQ,"SENSACIONAL??? &quot;O Flamengo TÁ FUGINDO DA MESMICE, gente! E essa ESCOLHA pode...&quot; VEJA DEBATE!","Agora sob o comando de BAP, o Flamengo deve anunciar José Boto como novo diretor executivo de futebol para 2025.",2024-12-13T17:37:10Z,17,UCv-Nx8pSfG_LxbViMz14RWQ,Jovem Pan Esportes
0WyjDj8WrJs,&quot;ISSO É UMA LOUCURA! EU TÔ SURPRESO! O Fernando Diniz vai...&quot; REVIRAVOLTA no Cruzeiro CHOCA!,"Demitido? QUE NADA! Fernando Diniz vai ficar no Cruzeiro! Após a entrevista coletiva do treinador ontem, a saída era dada ...",2024-12-09T17:33:23Z,17,UCv-Nx8pSfG_LxbViMz14RWQ,Jovem Pan Esportes
bfPow85n4Q0,GRÊMIO 0 X 3 CORINTHIANS | MELHORES MOMENTOS | 38ª RODADA BRASILEIRÃO 2024 | ge.globo,"Mesmo com os objetivos já alcançados na temporada, Grêmio e Corinthians fizeram um bom jogo neste domingo na Arena, em ...",2024-12-08T21:25:09Z,17,UCgCKagVhzGnZcuP9bSMgMCg,ge
r2VE4z49MJg,&quot;É INFORMAÇÃO DE AGORA! O Flamengo QUER CONTRATAR o...&quot; OLHA quem PODE TROCAR o Palmeiras pelo Fla!,"O Flamengo com o novo presidente BAP quer contratação João Paulo Sampaio, diretor da base do Palmeiras, para trabalhar no ...",2024-12-10T17:17:25Z,17,UCv-Nx8pSfG_LxbViMz14RWQ,Jovem Pan Esportes
SETOYwaAb88,"VEXAME NÃO É DO BOTAFOGO, É DO FUTEBOL BRASILEIRO! PVC DETONA CALENDÁRIO DO FOGÃO ANTES DO PACHUCA","No Fim de Papo, PVC detonou o calendário do futebol brasileiro. Na opinião do colunista do UOL, um dos fatores da eliminação ...",2024-12-11T19:17:33Z,17,UC3KHYFWeB0WimMBfm3NEahQ,UOL Esporte
4a8ksW17PX8,"&quot;Pra mim, essa REVELAÇÃO do Hugo Souza MOSTRA que...&quot; Mauro Cezar ANALISA goleiro do Corinthians!","Goleiro do Corinthians, Hugo Souza deu entrevista ao Podpah e também ao podcast de Denílson Show. O jogador revelou como ...",2024-12-11T22:30:00Z,17,UCv-Nx8pSfG_LxbViMz14RWQ,Jovem Pan Esportes
Tj121mTbY_o,GLOBO ESPORTE DE HOJE (12/12/2024) RÓGER GUEDES NA MIRA DO FLAMENGO!!! BOTAFOGO SOFRE GOLEADA!!!,GLOBO ESPORTE DE HOJE 12/12/2024 GLOBO ESPORTE NOTÍCIAS DE FLAMENGO HOJE!!! GLOBO ESPORTE BAP TEM ...,2024-12-12T16:29:59Z,17,UCtBJ6xPiEa4dtpR1jcLpwxA,Israel Asaph Fla
vnjuV5bqCd0,&quot;ISSO É IMPRESSIONANTE! O DESTINO do Flamengo poderia ter SIDO DIFERENTE se...&quot; Mauro Cezar OPINA!,"Informações do Flamengo: mesmo durante as férias, Pedro está investindo seu tempo no tratamento para a recuperação de uma ...",2024-12-12T17:30:08Z,17,UCv-Nx8pSfG_LxbViMz14RWQ,Jovem Pan Esportes
6HEvRGFNMLc,CRUZEIRO ENXERGA POSSÍVEIS JOGADORES QUE PODEM ENTRAR NO TIME EM 2025,"Contratado no meio desta temporada, o volante Matheus Henrique exaltou e se declarou ao Cruzeiro nesta quarta-feira (11).",2024-12-11T18:00:05Z,17,UCezhRry1J2kNRNCdNDHimNA,Itatiaia Esporte
aFYCiyi6f2A,&quot;O Botafogo CAMPEÃO BRASILEIRO é a VITÓRIA DO FUTEBOL! Esse time PROVA que...&quot; FOGÃO É EXALTADO!,O Botafogo foi campeão brasileiro após a vitória sobre o São Paulo por 2 gols a 1 hoje no Rio de Janeiro. O Fogão foi exaltado ...,2024-12-08T21:35:12Z,17,UCv-Nx8pSfG_LxbViMz14RWQ,Jovem Pan Esportes
8cB7woUX5z0,"WESLEY PODE DEIXAR O FLAMENGO JÁ EM JANEIRO, RUMO AO FUTEBOL INGLÊS! LATERAL SE REUNIU COM TOTTENHAM","WESLEY PODE DEIXAR O FLAMENGO JÁ EM JANEIRO, RUMO AO FUTEBOL INGLÊS! LATERAL SE REUNIU COM ...",2024-12-08T00:41:57Z,17,UCO0KYVFNLUEjf7by7xd89oA,PILHADO ESPORTES
6ak0AtMh0ts,&quot;OLHA ISSO! O DINIZ CHUTOU O BALDE! Ele ouviu que foi DEMITIDO do Cruzeiro na COLETIVA e...&quot;,"Fernando Diniz foi demitido do Cruzeiro? Na entrevista coletiva após a vitória sobre o Juventude, o treinador ouviu da imprensa a ...",2024-12-08T23:00:02Z,17,UCv-Nx8pSfG_LxbViMz14RWQ,Jovem Pan Esportes
F6HZwxVKl0I,GOLS DO FANTÁSTICO 🐴⚽ BOTAFOGO É O CAMPEÃO BRASILEIRO DE 2024 | ge.globo,Veja os gols do Fantástico do dia 08/12/2024. #gols #brasileirão #futebol. ✓ INSCREVA-SE NO CANAL GE: https://cutt.ly/xfHlwBk ...,2024-12-09T02:48:24Z,17,UCgCKagVhzGnZcuP9bSMgMCg,ge
G5jt6E_nzCk,"&quot;Cara, se o POGBA for CONTRATADO pelo Corinthians, vai ser...&quot; INFORMAÇÕES PROVOCAM DEBATE!","Pogba no Corinthians: segundo informações, o Timão tem interesse na contratação do meia francês, mas negociará com o astro ...",2024-12-13T16:37:08Z,17,UCv-Nx8pSfG_LxbViMz14RWQ,Jovem Pan Esportes
avz0EPDZu1Q,MAURO CEZAR: PALMEIRAS É A DECEPÇÃO DA TEMPORADA! FOI SUSTENTADO TECNICAMENTE POR UM ADOLESCENTE,"No Posse de Bola, Mauro Cezar diz que o Palmeiras é a decepção da temporada e destaca a dependência que o time teve do ...",2024-12-09T13:21:31Z,17,UC3KHYFWeB0WimMBfm3NEahQ,UOL Esporte
V8XsKNRwGD4,"&quot;Pra mim, o Botafogo...&quot; VEJA o que Mauro Cezar FALOU ANTES da ELIMINAÇÃO para o Pachuca no Mundial!",O Botafogo foi eliminado do Mundial pelo Pachuca hoje após derrota por 3 gols a 0. Veja o que Mauro Cezar Pereira falou ainda ...,2024-12-11T18:54:35Z,17,UCv-Nx8pSfG_LxbViMz14RWQ,Jovem Pan Esportes
gj0btDhDR2o,COMO EXPLICAR O ATLÉTICO CHEGAR EM DUAS FINAIS E AINDA BRIGAR PARA NÃO CAIR?,O Atlético entra em campo no próximo domingo (8) e encara o Athletico-PR pela 38ª rodada do Campeonato Brasileiro. A partida ...,2024-12-08T11:00:49Z,17,UCezhRry1J2kNRNCdNDHimNA,Itatiaia Esporte
oHgDS0E4EGs,"&quot;ISSO É FORTE, cara! A INFORMAÇÃO DE BASTIDOR é que a Leila Pereira...&quot; POSTURA do Palmeiras IRRITA!","Palmeiras: segundo informações de bastidores, Leila Pereira se incomodou com a postura dos jogadores alviverdes na derrota ...",2024-12-09T16:08:17Z,17,UCv-Nx8pSfG_LxbViMz14RWQ,Jovem Pan Esportes
CRg-rqlvub0,CARPINI ABRE O JOGO SOBRE SAÍDA DO SÃO PAULO E CAMPANHA &#39;SURPREENDENTE&#39; NO VITÓRIA! | ENTREVISTA,"Thiago Carpini, técnico do Vitória, conversou com a galera do Último Lance sobre sua passagem pelo São Paulo e seu trabalho ...",2024-12-11T13:00:20Z,17,UC58zOo8_-ZQVF6o-FKMUqCQ,Cortes da TNT Sports
IfIXjxrFXjo,&quot;Tem que ser MUITO OTÁRIO pra EXIGIR ISSO! O Gabigol NÃO TEM o...&quot; Flamengo faz DEBATE PEGAR FOGO!,"Gabigol teve a despedida do Flamengo, vai dar entrevista o Podpah podcast hoje e fez o debate ferver no Bate-Pronto, da Jovem ...",2024-12-09T17:02:33Z,17,UCv-Nx8pSfG_LxbViMz14RWQ,Jovem Pan Esportes
xuxJMLNKsXk,"RAPHINHA JOGA MUITO, YAMAL DÁ DOIS PASSES DE GÊNIO E FERRAN MARCA DOIS | B. DORTMUND 2X3 BARCELONA","Com gols de Raphinha e dois de Ferran, o Barcelona venceu o Dortmund na Alemanha, que ainda diminuiu o placar com dois de ...",2024-12-11T22:26:10Z,17,UCs-6sCz2LJm1PrWQN4ErsPw,TNT Sports Brasil
cvNwdim4Db8,"SERÁ??? &quot;Gente, o Textor JÁ PROMETEU que o Botafogo vai...&quot; OLHA o que CHAMOU A ATENÇÃO!",O Botafogo campeão brasileiro e da Libertadores vai ficar ainda mais forte para 2025? John Textor já prometeu que fará mais ...,2024-12-09T15:33:25Z,17,UCv-Nx8pSfG_LxbViMz14RWQ,Jovem Pan Esportes
7bM2bGLfQIs,ALÊ OLIVEIRA E ALEXANDRE SIMÕES ANALISAM COLETIVA DO DINIZ: &quot;TÁ COMPLETAMENTE EQUIVOCADO&quot;,"O Cruzeiro ainda não oficializou, mas Fernando Diniz não será mais técnico do clube. Segundo apuração da Itatiaia, o treinador, ...",2024-12-09T00:20:00Z,17,UCezhRry1J2kNRNCdNDHimNA,Itatiaia Esporte
61xIkh_Cxa4,&quot;O que ME CHAMOU ATENÇÃO POSITIVAMENTE nele foi...&quot; Mauro Cezar ANALISA José Boto COTADO no Flamengo,"José Boto no Flamengo: o português, com passagem pelo Shakhtar Donetsk, deve ser o novo diretor executivo de futebol do ...",2024-12-10T17:48:47Z,17,UCv-Nx8pSfG_LxbViMz14RWQ,Jovem Pan Esportes
u5zBdvnlRBY,Entrevista de DINIZ pode fazer o CRUZEIRO DESISTIR da DEMISSÃO do TREINADOR?,"A turma do 98 Esportes debateu sobre a polêmica entrevista de Fernando Diniz após a vitória contra o Juventude, na última ...",2024-12-09T13:52:53Z,17,UCAu0lp2CUcdtOYfAvOYpgYQ,98 Live Esportes
M2fVSWxOmgg,&quot;DANE-SE! Essa ENTREVISTA do Neymar ME CHAMA A ATENÇÃO porque...&quot; OLHA qual DECLARAÇÃO REPERCUTIU!,"Neymar deu entrevista à emissora RMC, da França, e deu uma declaração sobre a Seleção Brasileira e a Copa do Mundo de ...",2024-12-13T17:05:16Z,17,UCv-Nx8pSfG_LxbViMz14RWQ,Jovem Pan Esportes
SSVzN6vkXL8,VIRALIZOU! GRANDE ATITUDE DA DIRETORIA DO VASCO! REVIRAVOLTA EM NEGOCIAÇÃO! DESTAQUE URUGUAIO! E+,vascodagama #vascodagamaoficial #crvg VIRALIZOU! GRANDE ATITUDE DA DIRETORIA DO VASCO! REVIRAVOLTA EM ...,2024-12-10T13:00:36Z,17,UCvsPgR_Dfe8tXWzSVteasqw,BTB SPORTS OFICIAL
Oo3fjnvP5O4,&quot;PARA COM ISSO!!! Tem que ser MUITO BURRO pra achar que o Abel...&quot; VICE do Palmeiras pro Botafogo!,O Palmeiras de Abel Ferreira perdeu para o Fluminense e foi vice para o campeão Botafogo no Brasileirão. A temporada do ...,2024-12-08T23:30:04Z,17,UCv-Nx8pSfG_LxbViMz14RWQ,Jovem Pan Esportes
boqiKJgGzCg,PLANTÃO URGENTE! VASCO DEFINE RENATO GAÚCHO COMO PLANO A! PEDRINHO FAZ LIGAÇÃO! MERCADO DA BOLA! E+,vasco #vascodagamaoficial #crvg PLANTÃO URGENTE! VASCO DEFINE RENATO GAÚCHO COMO PLANO A! PEDRINHO FAZ ...,2024-12-12T21:15:02Z,17,UCvsPgR_Dfe8tXWzSVteasqw,BTB SPORTS OFICIAL
FF0St5SD82c,GABIGOL DEU NOVAS DECLARAÇÕES POLÊMICAS APÓS SUA DESPEDIDA E TORCIDA DO FLAMENGO FICA DIVIDIDA!,GABIGOL DEU NOVAS DECLARAÇÕES POLÊMICAS APÓS SUA DESPEDIDA E TORCIDA DO FLAMENGO FICA DIVIDIDA!,2024-12-09T00:28:17Z,17,UCO0KYVFNLUEjf7by7xd89oA,PILHADO ESPORTES
_YuAnyzFwGY,FORTALEZA 3 X 0 INTERNACIONAL | MELHORES MOMENTOS | 38ª RODADA DO BRASILEIRÃO 2024 | ge.globo,"Fortaleza vence Inter, garante G-4 e invencibilidade em casa no Brasileirão Endiabrado, Moisés marca duas vezes no Castelão.",2024-12-08T21:14:33Z,17,UCgCKagVhzGnZcuP9bSMgMCg,ge
